	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length	tax_id	superkingdom	phylum	class	order	family	genus	species	cohort	forma	infraclass	infraorder	kingdom	no rank	no rank1	no rank10	no rank11	no rank12	no rank13	no rank14	no rank15	no rank16	no rank17	no rank18	no rank19	no rank2	no rank20	no rank21	no rank22	no rank3	no rank4	no rank5	no rank6	no rank7	no rank8	no rank9	parvorder	species group	species subgroup	subclass	subfamily	subgenus	subkingdom	suborder	subphylum	subspecies	subtribe	superclass	superfamily	superorder	superphylum	tribe	varietas
68605	tet_MFS_efflux	RF0134	NP_863256.1	-	1.0999999999999999e-104	343.4	38.2	1.1999999999999997e-104	343.2	38.2	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	176280	Staphylococcus epidermidis ATCC 12228	NP_863256.1	32470589	bacteria|complete|plasmid	PROVISIONAL	459																																																					
82908	TetA-B	RF0128	NP_863368.1	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863368.1	32470144	bacteria|complete|plasmid	PROVISIONAL	401																																																					
82909	APH3''	RF0172	NP_863375.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863375.1	32470151	bacteria|complete|plasmid	PROVISIONAL	267																																																					
82910	APH6	RF0034	NP_863376.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863376.1	32470152	bacteria|complete|plasmid	PROVISIONAL	278																																																					
82911	CTXM	RF0059	NP_863495.1	-	9.999999999999996e-192	628.4	4.9	1.0999999999999995e-191	628.3	4.9	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	NP_863495.1	32470126	bacteria|complete|plasmid	PROVISIONAL	291	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
157586	APH3''	RF0172	NP_940690.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	321	Pseudomonas syringae pv. syringae	NP_940690.1	38257036	bacteria|complete|plasmid	PROVISIONAL	267																																																					
157587	APH6	RF0034	NP_940691.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	321	Pseudomonas syringae pv. syringae	NP_940691.1	38257037	bacteria|complete|plasmid	PROVISIONAL	278																																																					
157594	Chlor_Acetyltrans_CAT	RF0050	NP_941181.1	-	3.0999999999999997e-85	278.2	6.3	3.6999999999999987e-85	277.9	6.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	615	Serratia marcescens	NP_941181.1	38347932	bacteria|complete|plasmid	PROVISIONAL	219	615.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens						cellular organisms																																							
157624	APH3	RF0033	NP_941183.1	-	4.199999999999999e-146	478.1	0.0	4.7999999999999985e-146	478.0	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	615	Serratia marcescens	NP_941183.1	38347934	bacteria|complete|plasmid	PROVISIONAL	271	615.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens						cellular organisms																																							
157654	TetA-B	RF0128	NP_941291.1	-	4.1999999999999984e-278	914.5	30.6	4.699999999999998e-278	914.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	615	Serratia marcescens	NP_941291.1	38348042	bacteria|complete|plasmid	PROVISIONAL	401	615.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens						cellular organisms																																							
162324	TEM	RF0126	NP_943295.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	NP_943295.1	38638187	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
165407	msbA	RF0107	NP_943393.1	-	3.799999999999998e-212	698.4	1.8	3.3999999999999993e-112	368.3	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	1244085	Klebsiella pneumoniae CG43	NP_943393.1	38639624	bacteria|complete|plasmid	PROVISIONAL	1241																																																					
165408	APH3''	RF0172	NP_955644.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	715	Actinobacillus pleuropneumoniae	NP_955644.1	40804643	bacteria|complete|plasmid	PROVISIONAL	267	715.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae						cellular organisms																																							
165438	APH6	RF0034	NP_955645.1	-	4.1999999999999985e-149	488.5	1.2	4.599999999999999e-149	488.3	1.2	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	715	Actinobacillus pleuropneumoniae	NP_955645.1	40804644	bacteria|complete|plasmid	PROVISIONAL	278	715.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae						cellular organisms																																							
165468	APH3''	RF0172	NP_957532.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	NP_957532.1	41056920	bacteria|complete|plasmid	PROVISIONAL	267	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
168551	APH6	RF0034	NP_957533.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	NP_957533.1	41056921	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
171634	TetA	RF0127	NP_957551.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	NP_957551.1	41056936	bacteria|complete|plasmid	PROVISIONAL	399	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
174717	ClassD	RF0056	NP_957554.1	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	562	Escherichia coli	NP_957554.1	41056928	bacteria|complete|plasmid	PROVISIONAL	276	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
177800	AAC6-Ib	RF0005	NP_957555.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	NP_957555.1	41056929	bacteria|complete|plasmid	PROVISIONAL	199	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
180883	AAC3	RF0002	NP_957558.1	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	562	Escherichia coli	NP_957558.1	41056930	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
183966	CTXM	RF0059	NP_957562.1	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	NP_957562.1	41056931	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
187049	TEM	RF0126	NP_957565.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	NP_957565.1	41056932	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
190132	TetA	RF0127	NP_958729.1	-	2.1999999999999998e-187	615.6	30.8	2.4999999999999993e-187	615.4	30.8	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_958729.1	41223306	bacteria|complete|plasmid	PROVISIONAL	396																																																					
192683	ANT3	RF0027	YP_001096356.1	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_001096356.1	133756206	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
195766	APH6	RF0034	YP_001096378.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_001096378.1	133756228	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
198849	APH3''	RF0172	YP_001096379.1	-	1.5999999999999996e-164	538.6	0.1	1.899999999999999e-164	538.4	0.1	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_001096379.1	133756229	bacteria|complete|plasmid	PROVISIONAL	329	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
201932	TEM	RF0126	YP_001096393.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_001096393.1	133756243	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
205015	ANT3	RF0027	YP_001096413.3	-	3.4999999999999984e-167	547.1	1.0	3.899999999999999e-167	547.0	1.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_001096413.3	410610293	bacteria|complete|plasmid	PROVISIONAL	259	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
208098	Chlor_Acetyltrans_CAT	RF0050	YP_001096419.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_001096419.1	133756463	bacteria|complete|plasmid	PROVISIONAL	219	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
211181	TetA-B	RF0128	YP_001096450.1	-	4.1999999999999984e-278	914.5	30.6	4.699999999999998e-278	914.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_001096450.1	133756494	bacteria|complete|plasmid	PROVISIONAL	401	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
214264	TetA-B	RF0128	YP_001101850.1	-	4.1999999999999984e-278	914.5	30.6	4.699999999999998e-278	914.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	29486	Yersinia ruckeri	YP_001101850.1	134044570	bacteria|complete|plasmid	PROVISIONAL	401	29486.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri						cellular organisms																																							
214266	APH3''	RF0172	YP_001101856.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	29486	Yersinia ruckeri	YP_001101856.1	134044635	bacteria|complete|plasmid	PROVISIONAL	267	29486.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri						cellular organisms																																							
214268	APH6	RF0034	YP_001101857.1	-	4.899999999999999e-149	488.3	1.7	5.3999999999999985e-149	488.1	1.7	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	29486	Yersinia ruckeri	YP_001101857.1	134044520	bacteria|complete|plasmid	PROVISIONAL	276	29486.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri						cellular organisms																																							
214270	Chlor_Efflux_Pump	RF0051	YP_001220605.1	-	2.3999999999999995e-168	553.3	47.4	2.5999999999999996e-168	553.1	47.4	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	105751	Aeromonas bestiarum	YP_001220605.1	148274169	bacteria|complete|plasmid	PROVISIONAL	404	105751.0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bestiarum						cellular organisms																																							
214271	TetY	RF0137	YP_001220608.1	-	5.899999999999997e-271	890.9	30.2	6.599999999999996e-271	890.7	30.2	1.0	1.0	0	0	1	1	1	1	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	105751	Aeromonas bestiarum	YP_001220608.1	148274172	bacteria|complete|plasmid	PROVISIONAL	391	105751.0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bestiarum						cellular organisms																																							
214272	APH6	RF0034	YP_001220609.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	105751	Aeromonas bestiarum	YP_001220609.1	148274173	bacteria|complete|plasmid	PROVISIONAL	278	105751.0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bestiarum						cellular organisms																																							
214273	APH3''	RF0172	YP_001220610.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	105751	Aeromonas bestiarum	YP_001220610.1	148274174	bacteria|complete|plasmid	PROVISIONAL	267	105751.0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bestiarum						cellular organisms																																							
214274	ABC_efflux	RF0007	YP_001294701.1	-	2.2e-83	273.5	0.8	3.5999999999999994e-83	272.8	0.8	1.3	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	562	Escherichia coli	YP_001294701.1	149930760	bacteria|complete|plasmid	PROVISIONAL	706	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
217357	SubclassB1	RF0123	YP_001312691.1	-	2.5e-15	49.2	0.0	3.7e-15	48.7	0.0	1.2	1.0	0	0	1	1	1	1	Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems [ARO:3000568]	366394	Sinorhizobium medicae WSM419	YP_001312691.1	150376095	bacteria|complete|plasmid	PROVISIONAL	352																																																					
217358	RND_efflux	RF0115	YP_001313099.1	-	8.199999999999994e-297	980.3	31.4	9.899999999999993e-297	980.0	31.4	1.0	1.0	0	0	1	1	1	1	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	366394	Sinorhizobium medicae WSM419	YP_001313099.1	150376503	bacteria|complete|plasmid	PROVISIONAL	1065																																																					
217359	ClassC-AmpC	RF0055	YP_001313637.1	-	1.4999999999999995e-166	546.7	0.0	1.5999999999999994e-166	546.6	0.0	1.0	1.0	0	0	1	1	1	1	Class C beta-lactamases [ARO:3000076;ARO:3000019]	366394	Sinorhizobium medicae WSM419	YP_001313637.1	150377041	bacteria|complete|plasmid	PROVISIONAL	386																																																					
217360	ABC_efflux	RF0007	YP_001313656.1	-	6.299999999999999e-77	252.2	0.0	8.499999999999998e-77	251.8	0.0	1.2	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	366394	Sinorhizobium medicae WSM419	YP_001313656.1	150377060	bacteria|complete|plasmid	PROVISIONAL	604																																																					
217361	ABC_efflux	RF0007	YP_001313725.1	-	9.999999999999999e-92	301.0	0.3	1.1999999999999996e-91	300.8	0.3	1.1	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	366394	Sinorhizobium medicae WSM419	YP_001313725.1	150377129	bacteria|complete|plasmid	PROVISIONAL	601																																																					
217362	ANT9	RF0030	YP_001314504.1	-	1.5999999999999997e-63	207.2	0.0	1.9999999999999996e-63	207.0	0.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT9) [ARO:3000228]	366394	Sinorhizobium medicae WSM419	YP_001314504.1	150377909	bacteria|complete|plasmid	PROVISIONAL	260																																																					
217363	APH3''	RF0172	YP_001315008.1	-	4.399999999999999e-165	540.5	0.2	4.899999999999998e-165	540.3	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	189834	Actinobacillus porcitonsillarum	YP_001315008.1	150406528	bacteria|complete|plasmid	PROVISIONAL	267	189834.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum						cellular organisms																																							
217364	ClassA	RF0053	YP_001315013.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	189834	Actinobacillus porcitonsillarum	YP_001315013.1	150406533	bacteria|complete|plasmid	PROVISIONAL	305	189834.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum						cellular organisms																																							
