	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length
82	ANT3	RF0027	NP_848172.1	-	2.399999999999999e-169	554.2	1.1	2.5999999999999993e-169	554.1	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	747	Pasteurella multocida	NP_848172.1	30387194	bacteria|complete|plasmid	PROVISIONAL	263
83	CARB-PSE	RF0044	NP_848173.1	-	1.4999999999999992e-185	608.3	0.7	1.6999999999999996e-185	608.1	0.7	1.0	1.0	0	0	1	1	1	1	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	747	Pasteurella multocida	NP_848173.1	30387195	bacteria|complete|plasmid	PROVISIONAL	288
84	Chlor_Efflux_Pump	RF0051	NP_848198.1	-	2.399999999999999e-131	431.4	61.1	2.699999999999999e-131	431.2	61.1	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	38289	Corynebacterium jeikeium	NP_848198.1	30387222	bacteria|complete|plasmid	PROVISIONAL	391
85	ClassB	RF0054	NP_851488.1	-	1.9000000000000001e-25	82.5	0.0	3.4999999999999997e-25	81.6	0.0	1.4	1.0	1	0	1	1	1	1	Class B beta-lactamase [ARO:3000004]	1928	Streptomyces rochei	NP_851488.1	30795038	bacteria|complete|plasmid	PROVISIONAL	319
86	Erm23S_rRNA_methyltrans	RF0067	NP_862223.1	-	6.899999999999997e-97	316.6	0.0	7.899999999999998e-97	316.4	0.0	1.0	1.0	0	0	1	1	1	1	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	43770	Corynebacterium striatum	NP_862223.1	32479370	bacteria|complete|plasmid	PROVISIONAL	253
87	Chlor_Efflux_Pump	RF0051	NP_862236.1	-	1.2999999999999995e-131	432.2	61.4	1.4999999999999997e-131	432.0	61.4	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	43770	Corynebacterium striatum	NP_862236.1	32479383	bacteria|complete|plasmid	PROVISIONAL	391
88	Chlor_Efflux_Pump	RF0051	NP_862249.1	-	1.2999999999999995e-131	432.2	61.4	1.4999999999999997e-131	432.0	61.4	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	43770	Corynebacterium striatum	NP_862249.1	32479396	bacteria|complete|plasmid	PROVISIONAL	391
89	APH3''	RF0172	NP_862252.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	43770	Corynebacterium striatum	NP_862252.1	32479399	bacteria|complete|plasmid	PROVISIONAL	267
90	APH3	RF0033	NP_862254.1	-	4.199999999999999e-146	478.1	0.0	4.7999999999999985e-146	478.0	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	43770	Corynebacterium striatum	NP_862254.1	32479401	bacteria|complete|plasmid	PROVISIONAL	271
91	TetM-TetW-TetO-TetS	RF0133	NP_862291.1	-	0.0	1418.3	0.9	0.0	1418.2	0.9	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	1590	Lactobacillus plantarum	NP_862291.1	32455514	bacteria|complete|plasmid	PROVISIONAL	639
92	ANT3	RF0027	NP_862306.3	-	1.9999999999999995e-166	544.6	0.7	2.1999999999999995e-166	544.5	0.7	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	1718	Corynebacterium glutamicum	NP_862306.3	444299596	bacteria|complete|plasmid	PROVISIONAL	259
93	Erm23S_rRNA_methyltrans	RF0067	NP_862543.1	-	1.1999999999999996e-91	299.4	0.6	1.3999999999999997e-91	299.2	0.6	1.0	1.0	0	0	1	1	1	1	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	1248330	Lactobacillus sp. PC121B	NP_862543.1	32455918	bacteria|complete|plasmid	PROVISIONAL	244
94	ANT3	RF0027	NP_863002.1	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	NP_863002.1	32470060	bacteria|complete|plasmid	PROVISIONAL	263
95	AAC3-I	RF0003	NP_863004.1	-	1.6999999999999998e-109	355.8	0.6	1.8999999999999998e-109	355.7	0.6	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	562	Escherichia coli	NP_863004.1	32470062	bacteria|complete|plasmid	PROVISIONAL	154
96	AAC6-Ib	RF0005	NP_863005.1	-	2.2999999999999992e-133	434.2	0.1	2.6999999999999995e-133	434.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	NP_863005.1	32470063	bacteria|complete|plasmid	PROVISIONAL	210
97	SHV-LEN	RF0119	NP_863013.1	-	9.999999999999998e-204	667.6	2.6	1.0999999999999996e-203	667.5	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	562	Escherichia coli	NP_863013.1	32470071	bacteria|complete|plasmid	PROVISIONAL	286
98	APH3	RF0033	NP_863156.1	-	8.800000000000001e-20	64.1	0.1	8.800000000000001e-20	64.1	0.1	1.2	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1352	Enterococcus faecium	NP_863156.1	32470471	bacteria|complete|plasmid	PROVISIONAL	116
99	ANT6	RF0029	NP_863159.1	-	5.899999999999998e-173	566.7	9.7	6.2999999999999975e-173	566.6	9.7	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]	1352	Enterococcus faecium	NP_863159.1	32470474	bacteria|complete|plasmid	PROVISIONAL	302
100	ErmB	RF0070	NP_863164.1	-	1.0999999999999996e-173	568.2	16.1	1.1999999999999995e-173	568.0	16.1	1.0	1.0	0	0	1	1	1	1	ErmB: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000375]	1352	Enterococcus faecium	NP_863164.1	32470479	bacteria|complete|plasmid	PROVISIONAL	245
101	Chlor_Acetyltrans_CAT	RF0050	NP_863168.1	-	1.8999999999999997e-94	308.3	8.7	2.0999999999999998e-94	308.1	8.7	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	1352	Enterococcus faecium	NP_863168.1	32470483	bacteria|complete|plasmid	PROVISIONAL	215
102	Erm23S_rRNA_methyltrans	RF0067	NP_863178.1	-	2.8999999999999993e-105	344.1	0.0	3.399999999999999e-105	343.8	0.0	1.0	1.0	0	0	1	1	1	1	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	1717	Corynebacterium diphtheriae	NP_863178.1	32470494	bacteria|complete|plasmid	PROVISIONAL	284
103	blaR1	RF0043	NP_863210.1	-	0.0	1337.5	60.9	0.0	1337.3	60.9	1.0	1.0	0	0	1	1	1	1	blaR1: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000217]	176280	Staphylococcus epidermidis ATCC 12228	NP_863210.1	32470539	bacteria|complete|plasmid	PROVISIONAL	585
104	blaI	RF0042	NP_863211.1	-	3.399999999999999e-85	275.3	15.8	3.8e-85	275.2	15.8	1.0	1.0	0	0	1	1	1	1	blaI: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000090]	176280	Staphylococcus epidermidis ATCC 12228	NP_863211.1	32470540	bacteria|complete|plasmid	PROVISIONAL	126
105	tet_MFS_efflux	RF0134	NP_863256.1	-	1.0999999999999999e-104	343.4	38.2	1.1999999999999997e-104	343.2	38.2	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	176280	Staphylococcus epidermidis ATCC 12228	NP_863256.1	32470589	bacteria|complete|plasmid	PROVISIONAL	459
106	blaI	RF0042	NP_863281.1	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0	0	1	1	1	1	blaI: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000090]	1280	Staphylococcus aureus	NP_863281.1	32470366	bacteria|complete|plasmid	PROVISIONAL	126
107	blaR1	RF0043	NP_863282.1	-	0.0	1349.6	61.6	0.0	1349.4	61.6	1.0	1.0	0	0	1	1	1	1	blaR1: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000217]	1280	Staphylococcus aureus	NP_863282.1	32470367	bacteria|complete|plasmid	PROVISIONAL	585
108	PC1	RF0111	NP_863283.1	-	2.5999999999999992e-185	607.0	21.7	2.9999999999999983e-185	606.8	21.7	1.0	1.0	0	0	1	1	1	1	PC1: blaZ beta-lactamase (class a) [ARO:3000621]	1280	Staphylococcus aureus	NP_863283.1	32470368	bacteria|complete|plasmid	PROVISIONAL	281
109	tet_MFS_efflux	RF0134	NP_863350.1	-	8.499999999999998e-113	370.0	31.8	9.599999999999998e-113	369.8	31.8	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	1351	Enterococcus faecalis	NP_863350.1	32470449	bacteria|complete|plasmid	PROVISIONAL	458
110	TetA-B	RF0128	NP_863368.1	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863368.1	32470144	bacteria|complete|plasmid	PROVISIONAL	401
111	APH3''	RF0172	NP_863375.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863375.1	32470151	bacteria|complete|plasmid	PROVISIONAL	267
112	APH6	RF0034	NP_863376.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_863376.1	32470152	bacteria|complete|plasmid	PROVISIONAL	278
113	CTXM	RF0059	NP_863495.1	-	9.999999999999996e-192	628.4	4.9	1.0999999999999995e-191	628.3	4.9	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	573	Klebsiella pneumoniae	NP_863495.1	32470126	bacteria|complete|plasmid	PROVISIONAL	291
114	ANT	RF0166	NP_863621.1	-	3.399999999999999e-80	262.1	0.0	3.799999999999999e-80	261.9	0.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase	1280	Staphylococcus aureus	NP_863621.1	32470405	bacteria|complete|plasmid	PROVISIONAL	256
115	APH3	RF0033	NP_863643.1	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1280	Staphylococcus aureus	NP_863643.1	32470427	bacteria|complete|plasmid	PROVISIONAL	479
116	APH3	RF0033	NP_878008.1	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1280	Staphylococcus aureus	NP_878008.1	33416262	bacteria|complete|plasmid	PROVISIONAL	479
117	vanR	RF0154	NP_878013.1	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0	0	1	1	1	1	VanR: transcriptional activator regulating VanA, VanH and VanX [ARO:3000574]	1280	Staphylococcus aureus	NP_878013.1	33416267	bacteria|complete|plasmid	PROVISIONAL	231
118	vanS	RF0155	NP_878014.1	-	9.199999999999997e-148	485.0	6.4	9.999999999999997e-148	484.8	6.4	1.0	1.0	0	0	1	1	1	1	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	1280	Staphylococcus aureus	NP_878014.1	33416268	bacteria|complete|plasmid	PROVISIONAL	384
119	vanH	RF0153	NP_878015.1	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0	0	1	1	1	1	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	1280	Staphylococcus aureus	NP_878015.1	33416269	bacteria|complete|plasmid	PROVISIONAL	322
120	vanA	RF0149	NP_878016.1	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0	0	1	1	1	1	VanA: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000010]	1280	Staphylococcus aureus	NP_878016.1	33416270	bacteria|complete|plasmid	PROVISIONAL	343
121	vanX	RF0158	NP_878017.1	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0	0	1	1	1	1	VanX: glycopeptide resistance gene [ARO:3000011]	1280	Staphylococcus aureus	NP_878017.1	33416271	bacteria|complete|plasmid	PROVISIONAL	202
122	vanY	RF0159	NP_878018.1	-	1.2999999999999997e-127	418.3	5.6	1.6999999999999995e-127	418.0	5.6	1.1	1.0	0	0	1	1	1	1	VanY: glycopeptide resistance gene [ARO:3000077]	1280	Staphylococcus aureus	NP_878018.1	33416272	bacteria|complete|plasmid	PROVISIONAL	296
123	vanZ	RF0160	NP_878019.1	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0	0	1	1	1	1	VanZ: glycopeptide resistance gene [ARO:3000116]	1280	Staphylococcus aureus	NP_878019.1	33416273	bacteria|complete|plasmid	PROVISIONAL	161
124	PC1	RF0111	NP_878023.1	-	1.9999999999999996e-184	604.1	21.3	2.299999999999999e-184	603.9	21.3	1.0	1.0	0	0	1	1	1	1	PC1: blaZ beta-lactamase (class a) [ARO:3000621]	1280	Staphylococcus aureus	NP_878023.1	33416277	bacteria|complete|plasmid	PROVISIONAL	281
125	blaR1	RF0043	NP_878024.1	-	0.0	1346.1	61.7	0.0	1345.9	61.7	1.0	1.0	0	0	1	1	1	1	blaR1: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000217]	1280	Staphylococcus aureus	NP_878024.1	33416278	bacteria|complete|plasmid	PROVISIONAL	585
126	blaI	RF0042	NP_878025.1	-	3.399999999999999e-85	275.3	15.8	3.8e-85	275.2	15.8	1.0	1.0	0	0	1	1	1	1	blaI: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000090]	1280	Staphylococcus aureus	NP_878025.1	33416279	bacteria|complete|plasmid	PROVISIONAL	126
127	ABC_efflux	RF0007	NP_899166.1	-	1.6999999999999994e-124	409.2	0.3	1.8999999999999996e-124	409.0	0.3	1.0	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	1296	Staphylococcus sciuri	NP_899166.1	34328030	bacteria|complete|plasmid	PROVISIONAL	492
128	Cfr23_rRNA_methyltrans	RF0048	NP_899167.1	-	5.399999999999998e-163	535.4	0.7	5.999999999999998e-163	535.3	0.7	1.0	1.0	0	0	1	1	1	1	Cfr 23S ribosomal RNA methyltransferase [ARO:3000202]	1296	Staphylococcus sciuri	NP_899167.1	34328031	bacteria|complete|plasmid	PROVISIONAL	349
129	ErmA	RF0069	NP_899170.1	-	6.099999999999998e-135	441.1	15.3	6.799999999999997e-135	440.9	15.3	1.0	1.0	0	0	1	1	1	1	ErmA: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000347]	1296	Staphylococcus sciuri	NP_899170.1	34328034	bacteria|complete|plasmid	PROVISIONAL	243
130	ANT9	RF0030	NP_899171.1	-	9.999999999999998e-154	502.9	0.1	1.1999999999999998e-153	502.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT9) [ARO:3000228]	1296	Staphylococcus sciuri	NP_899171.1	34328035	bacteria|complete|plasmid	PROVISIONAL	260
131	blaI	RF0042	NP_932191.1	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0	0	1	1	1	1	blaI: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000090]	1280	Staphylococcus aureus	NP_932191.1	37595773	bacteria|complete|plasmid	PROVISIONAL	126
132	blaR1	RF0043	NP_932192.1	-	0.0	1309.0	58.2	0.0	1308.8	58.2	1.0	1.0	0	0	1	1	1	1	blaR1: gene modulating beta-lactam resistance, regulates PC1 beta-lactamase (blaZ) [ARO:3000217]	1280	Staphylococcus aureus	NP_932192.1	37595774	bacteria|complete|plasmid	PROVISIONAL	568
133	PC1	RF0111	NP_932193.1	-	3.8999999999999986e-183	599.9	21.3	4.399999999999999e-183	599.7	21.3	1.0	1.0	0	0	1	1	1	1	PC1: blaZ beta-lactamase (class a) [ARO:3000621]	1280	Staphylococcus aureus	NP_932193.1	37595775	bacteria|complete|plasmid	PROVISIONAL	281
134	APH3''	RF0172	NP_940690.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	321	Pseudomonas syringae pv. syringae	NP_940690.1	38257036	bacteria|complete|plasmid	PROVISIONAL	267
135	APH6	RF0034	NP_940691.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	321	Pseudomonas syringae pv. syringae	NP_940691.1	38257037	bacteria|complete|plasmid	PROVISIONAL	278
136	tet_MFS_efflux	RF0134	NP_940742.1	-	2.5999999999999992e-141	463.9	34.1	3.199999999999999e-141	463.6	34.1	1.0	1.0	0	0	1	1	1	1	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	1661	Trueperella pyogenes	NP_940742.1	38261100	bacteria|complete|plasmid	PROVISIONAL	407
137	Erm23S_rRNA_methyltrans	RF0067	NP_940746.1	-	6.799999999999998e-105	342.9	0.0	7.899999999999998e-105	342.6	0.0	1.0	1.0	0	0	1	1	1	1	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	1661	Trueperella pyogenes	NP_940746.1	38261101	bacteria|complete|plasmid	PROVISIONAL	284
138	Chlor_Acetyltrans_CAT	RF0050	NP_941181.1	-	3.0999999999999997e-85	278.2	6.3	3.6999999999999987e-85	277.9	6.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	615	Serratia marcescens	NP_941181.1	38347932	bacteria|complete|plasmid	PROVISIONAL	219
139	APH3	RF0033	NP_941183.1	-	4.199999999999999e-146	478.1	0.0	4.7999999999999985e-146	478.0	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	615	Serratia marcescens	NP_941183.1	38347934	bacteria|complete|plasmid	PROVISIONAL	271
140	TetA-B	RF0128	NP_941291.1	-	4.1999999999999984e-278	914.5	30.6	4.699999999999998e-278	914.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	615	Serratia marcescens	NP_941291.1	38348042	bacteria|complete|plasmid	PROVISIONAL	401
141	Chlor_Acetyltrans_CAT	RF0050	NP_943087.1	-	1.8999999999999997e-94	308.3	8.7	2.0999999999999998e-94	308.1	8.7	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	1280	Staphylococcus aureus	NP_943087.1	38639779	bacteria|complete|plasmid	PROVISIONAL	215
142	TEM	RF0126	NP_943295.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	NP_943295.1	38638187	bacteria|complete|plasmid	PROVISIONAL	286
143	msbA	RF0107	NP_943393.1	-	3.799999999999998e-212	698.4	1.8	3.3999999999999993e-112	368.3	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	1244085	Klebsiella pneumoniae CG43	NP_943393.1	38639624	bacteria|complete|plasmid	PROVISIONAL	1241
144	APH3''	RF0172	NP_955644.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	715	Actinobacillus pleuropneumoniae	NP_955644.1	40804643	bacteria|complete|plasmid	PROVISIONAL	267
145	APH6	RF0034	NP_955645.1	-	4.1999999999999985e-149	488.5	1.2	4.599999999999999e-149	488.3	1.2	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	715	Actinobacillus pleuropneumoniae	NP_955645.1	40804644	bacteria|complete|plasmid	PROVISIONAL	278
146	APH3''	RF0172	NP_957532.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	NP_957532.1	41056920	bacteria|complete|plasmid	PROVISIONAL	267
147	APH6	RF0034	NP_957533.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	NP_957533.1	41056921	bacteria|complete|plasmid	PROVISIONAL	278
148	TetA	RF0127	NP_957551.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	NP_957551.1	41056936	bacteria|complete|plasmid	PROVISIONAL	399
149	ClassD	RF0056	NP_957554.1	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	562	Escherichia coli	NP_957554.1	41056928	bacteria|complete|plasmid	PROVISIONAL	276
150	AAC6-Ib	RF0005	NP_957555.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	NP_957555.1	41056929	bacteria|complete|plasmid	PROVISIONAL	199
151	AAC3	RF0002	NP_957558.1	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	562	Escherichia coli	NP_957558.1	41056930	bacteria|complete|plasmid	PROVISIONAL	286
152	CTXM	RF0059	NP_957562.1	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	NP_957562.1	41056931	bacteria|complete|plasmid	PROVISIONAL	291
153	TEM	RF0126	NP_957565.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	NP_957565.1	41056932	bacteria|complete|plasmid	PROVISIONAL	286
154	TetA	RF0127	NP_958729.1	-	2.1999999999999998e-187	615.6	30.8	2.4999999999999993e-187	615.4	30.8	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	NP_958729.1	41223306	bacteria|complete|plasmid	PROVISIONAL	396
155	ANT	RF0166	WP_032542910.1	-	1.8999999999999995e-80	262.9	0.0	2.0999999999999996e-80	262.7	0.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase	2641	Plasmid pTB913	WP_032542910.1	695346232	complete|plasmid	UNKNOWN	253
156	AAC3	RF0002	WP_063840264.1	-	9.299999999999998e-145	473.9	0.3	1.0999999999999999e-144	473.7	0.3	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	28425	Plasmid pWP113a	WP_063840264.1	1028080881	complete|plasmid	UNKNOWN	286
157	AAC3	RF0002	WP_063840265.1	-	8.499999999999998e-146	477.3	0.4	9.599999999999997e-146	477.1	0.4	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	2508	Plasmid R	WP_063840265.1	1028080882	complete|plasmid	UNKNOWN	286
158	AAC6-Ib	RF0005	WP_063840282.1	-	4.8999999999999986e-132	429.9	0.1	5.4999999999999987e-132	429.8	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	2578	Plasmid pJHC-MW1	WP_063840282.1	1028080899	complete|plasmid	UNKNOWN	184
159	ANT3	RF0027	WP_063840441.1	-	8.399999999999997e-169	552.4	1.0	9.299999999999997e-169	552.3	1.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	2468	Plasmid NR79	WP_063840441.1	1028081058	complete|plasmid	UNKNOWN	263
160	ANT	RF0166	WP_063840461.1	-	8.499999999999999e-74	241.1	0.0	9.599999999999998e-74	240.9	0.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase	2655	Plasmid pUB110	WP_063840461.1	1028081078	complete|plasmid	UNKNOWN	253
161	APH3	RF0033	WP_063842098.1	-	2.799999999999999e-146	478.7	0.0	3.199999999999999e-146	478.5	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	45419	Plasmid pFA6	WP_063842098.1	1028082831	complete|plasmid	UNKNOWN	269
